Province/State,Country/Region,Year,Month,Slope_regression,Lat,Long,Rank,prediction
Unknown,Netherlands,2020,9,96.9775,52.1326,5.2913,7,3
Unknown,Iran,2020,9,71.8521,32.4279,53.688,8,2
Unknown,Argentina,2020,9,67.4932,-38.4161,-63.6167,9,2
Unknown,Czechia,2020,9,66.3744,49.8175,15.473,10,2
Unknown,Belgium,2020,9,51.6632,50.8333,4.4699,11,2
Unknown,Ukraine,2020,9,46.404,48.3794,31.1656,12,2
Unknown,Indonesia,2020,9,46.1139,-0.7893,113.9213,13,2
Unknown,Poland,2020,9,36.0436,51.9194,19.1451,14,2
Unknown,Jordan,2020,9,32.2022,31.24,36.51,15,0
Unknown,Burma,2020,9,30.9982,21.9162,95.956,16,0
Unknown,Tunisia,2020,9,29.83,33.8869,9.5375,17,0
Quebec,Canada,2020,9,29.0251,52.9399,-73.5491,18,0
Unknown,Ecuador,2020,9,28.8432,-1.8312,-78.1834,19,0
Unknown,Germany,2020,9,26.2741,51.1657,10.4515,20,0
Unknown,Lebanon,2020,9,25.7241,33.8547,35.8623,21,0
Unknown,Morocco,2020,9,25.3155,31.7917,-7.0926,22,0
Unknown,Hungary,2020,9,21.7228,47.1625,19.5033,23,0
Ontario,Canada,2020,9,18.3504,51.2538,-85.3232,24,0
Unknown,Austria,2020,9,15.8483,47.5162,14.5501,25,0
Unknown,Denmark,2020,9,15.7671,56.2639,9.5018,26,0
Unknown,Romania,2020,9,15.4162,45.9432,24.9668,27,0
Unknown,Italy,2020,9,15.3893,41.8719,12.5674,28,0
Unknown,Portugal,2020,9,14.473,39.3999,-8.2245,29,0
Unknown,Nepal,2020,9,13.8205,28.1667,84.25,30,0
Unknown,Sweden,2020,9,13.58,60.1282,18.6435,31,0
Unknown,Oman,2020,9,13.3675,21.5126,55.9233,32,0
Unknown,United Arab Emirates,2020,9,12.3237,23.4241,53.8478,33,0
Unknown,Slovakia,2020,9,11.8874,48.669,19.699,34,0
Unknown,Georgia,2020,9,11.3898,42.3154,43.3569,35,0
Unknown,Moldova,2020,9,9.3566,47.4116,28.3699,36,0
Unknown,Ireland,2020,9,8.8845,53.1424,-7.6921,37,0
Unknown,Pakistan,2020,9,8.7072,30.3753,69.3451,38,0
Unknown,Uzbekistan,2020,9,7.8545,41.3775,64.5853,39,0
Unknown,Armenia,2020,9,7.5773,40.0691,45.0382,40,0
Unknown,Belarus,2020,9,6.3177,53.7098,27.9534,41,0
Guadeloupe,France,2020,9,5.8618,16.265,-61.551,42,0
Unknown,Mozambique,2020,9,5.3909,-18.6657,35.5296,43,0
Unknown,Greece,2020,9,5.2316,39.0742,21.8243,44,0
Unknown,Montenegro,2020,9,4.398,42.7087,19.3744,45,0
Unknown,Slovenia,2020,9,3.8289,46.1512,14.9955,46,0
Unknown,Iraq,2020,9,3.3751,33.2232,43.6793,47,0
Unknown,Lithuania,2020,9,3.3464,55.1694,23.8813,48,0
Unknown,Uganda,2020,9,3.2692,1.3733,32.2903,49,0
Unknown,Malaysia,2020,9,3.2503,4.2105,101.9758,50,0
Unknown,US,2020,10,1576.5742,40.0,-100.0,1,1
Unknown,France,2020,10,1179.0702,46.2276,2.2137,2,2
Unknown,Italy,2020,10,932.4915,41.8719,12.5674,3,2
Unknown,Belgium,2020,10,638.554,50.8333,4.4699,4,2
Unknown,Poland,2020,10,628.65,51.9194,19.1451,5,2
Unknown,Germany,2020,10,511.252,51.1657,10.4515,6,0
Unknown,United Kingdom,2020,10,432.1278,55.3781,-3.436,7,0
Unknown,Spain,2020,10,408.8609,40.4637,-3.7492,8,0
Unknown,Czechia,2020,10,395.1089,49.8175,15.473,9,0
Unknown,Russia,2020,10,287.3799,61.524,105.3188,10,0
Unknown,Switzerland,2020,10,258.0621,46.8182,8.2275,11,0
Unknown,Netherlands,2020,10,217.6706,52.1326,5.2913,12,0
Unknown,Iran,2020,10,136.698,32.4279,53.688,13,3
Unknown,Ukraine,2020,10,126.4911,48.3794,31.1656,14,3
Unknown,Romania,2020,10,125.1468,45.9432,24.9668,15,3
Unknown,Portugal,2020,10,118.2286,39.3999,-8.2245,16,3
Unknown,Austria,2020,10,114.6706,47.5162,14.5501,17,3
Unknown,Colombia,2020,10,102.8032,4.5709,-74.2973,18,3
Unknown,Croatia,2020,10,83.2173,45.1,15.2,19,3
Unknown,Slovakia,2020,10,82.8423,48.669,19.699,20,3
Unknown,Jordan,2020,10,80.7492,31.24,36.51,21,3
Unknown,Bulgaria,2020,10,78.6379,42.7339,25.4858,22,3
Unknown,Slovenia,2020,10,72.6339,46.1512,14.9955,23,3
Unknown,Armenia,2020,10,72.5718,40.0691,45.0382,24,3
Unknown,Hungary,2020,10,70.7726,47.1625,19.5033,25,3
Unknown,Georgia,2020,10,57.444,42.3154,43.3569,26,3
Unknown,Sweden,2020,10,57.2065,60.1282,18.6435,27,3
Unknown,Bosnia and Herzegovina,2020,10,52.8915,43.9159,17.6791,28,3
Unknown,Morocco,2020,10,51.231,31.7917,-7.0926,29,3
Unknown,Serbia,2020,10,43.4806,44.0165,21.0059,30,3
Unknown,Greece,2020,10,41.1988,39.0742,21.8243,31,3
Unknown,Azerbaijan,2020,10,33.8734,40.1431,47.5769,32,3
Unknown,Turkey,2020,10,31.6355,38.9637,35.2433,33,3
Unknown,Kenya,2020,10,30.5258,-0.0236,37.9062,34,3
Unknown,Lithuania,2020,10,26.7254,55.1694,23.8813,35,3
Unknown,Denmark,2020,10,24.5181,56.2639,9.5018,36,3
Unknown,Tunisia,2020,10,24.0907,33.8869,9.5375,37,3
Unknown,North Macedonia,2020,10,21.6044,41.6086,21.7453,38,3
Unknown,Belarus,2020,10,21.4492,53.7098,27.9534,39,3
Unknown,Malaysia,2020,10,20.9742,4.2105,101.9758,40,3
Unknown,Luxembourg,2020,10,20.2298,49.8153,6.1296,41,3
Unknown,Sri Lanka,2020,10,14.8589,7.8731,80.7718,42,3
Unknown,Kyrgyzstan,2020,10,14.7379,41.2044,74.7661,43,3
Unknown,Lebanon,2020,10,14.0113,33.8547,35.8623,44,3
Unknown,Ecuador,2020,10,13.0012,-1.8312,-78.1834,45,3
Unknown,Ireland,2020,10,12.1577,53.1424,-7.6921,46,3
Unknown,Pakistan,2020,10,11.954,30.3753,69.3451,47,3
Ontario,Canada,2020,10,11.5383,51.2538,-85.3232,48,3
Alberta,Canada,2020,10,11.1375,53.9333,-116.5765,49,3
Unknown,United Arab Emirates,2020,10,9.327,23.4241,53.8478,50,3
Unknown,US,2020,11,2518.5076,40.0,-100.0,1,2
Unknown,Turkey,2020,11,954.7964,38.9637,35.2433,2,3
Unknown,Brazil,2020,11,696.7533,-14.235,-51.9253,3,3
Unknown,Russia,2020,11,285.8556,61.524,105.3188,4,0
Unknown,Serbia,2020,11,223.2276,44.0165,21.0059,5,0
Unknown,Ukraine,2020,11,213.3693,48.3794,31.1656,6,0
Unknown,Iran,2020,11,212.723,32.4279,53.688,7,0
Unknown,Mexico,2020,11,146.7059,23.6345,-102.5528,8,0
Unknown,Azerbaijan,2020,11,109.1602,40.1431,47.5769,9,1
Unknown,Indonesia,2020,11,81.5175,-0.7893,113.9213,10,1
Unknown,Georgia,2020,11,71.4572,42.3154,43.3569,11,1
Unknown,Pakistan,2020,11,70.6843,30.3753,69.3451,12,1
Unknown,South Africa,2020,11,61.1511,-30.5595,22.9375,13,1
Unknown,Japan,2020,11,56.7486,36.2048,138.2529,14,1
Unknown,West Bank and Gaza,2020,11,53.2937,31.9522,35.2332,15,1
Unknown,Hungary,2020,11,52.095,47.1625,19.5033,16,1
Unknown,Croatia,2020,11,47.4754,45.1,15.2,17,1
Unknown,Lithuania,2020,11,34.9929,55.1694,23.8813,18,1
Alberta,Canada,2020,11,34.786,53.9333,-116.5765,19,1
Unknown,Belarus,2020,11,28.9159,53.7098,27.9534,20,1
Unknown,Panama,2020,11,28.8988,8.538,-80.7821,21,1
Unknown,Bangladesh,2020,11,27.7086,23.685,90.3563,22,1
Unknown,Germany,2020,11,27.317,51.1657,10.4515,23,1
Unknown,Algeria,2020,11,24.6316,28.0339,1.6596,24,1
Ontario,Canada,2020,11,21.6983,51.2538,-85.3232,25,1
Unknown,Moldova,2020,11,20.9504,47.4116,28.3699,26,1
Unknown,Burma,2020,11,18.5386,21.9162,95.956,27,1
British Columbia,Canada,2020,11,17.4067,53.7267,-127.6476,28,1
Unknown,Portugal,2020,11,16.6216,39.3999,-8.2245,29,1
Unknown,Dominican Republic,2020,11,16.5001,18.7357,-70.1627,30,1
Unknown,"Korea, South",2020,11,15.4374,35.9078,127.7669,31,1
Unknown,Israel,2020,11,12.9491,31.0461,34.8516,32,1
Unknown,Albania,2020,11,12.5742,41.1533,20.1683,33,1
Unknown,Kazakhstan,2020,11,12.2065,48.0196,66.9237,34,1
Unknown,Sweden,2020,11,11.2436,60.1282,18.6435,35,1
Unknown,Malaysia,2020,11,10.9355,4.2105,101.9758,36,1
Unknown,Costa Rica,2020,11,10.713,9.7489,-83.7534,37,1
Unknown,Finland,2020,11,10.4727,61.9241,25.7482,38,1
Unknown,Latvia,2020,11,10.3001,56.8796,24.6032,39,1
Unknown,Paraguay,2020,11,9.4423,-23.4425,-58.4438,40,1
Unknown,Sudan,2020,11,8.9333,12.8628,30.2176,41,1
Unknown,Estonia,2020,11,8.8549,58.5953,25.0136,42,1
Unknown,Denmark,2020,11,8.081,56.2639,9.5018,43,1
Saskatchewan,Canada,2020,11,8.0725,52.9399,-106.4509,44,1
Unknown,Egypt,2020,11,7.5061,26.8206,30.8025,45,1
Unknown,Ecuador,2020,11,6.261,-1.8312,-78.1834,46,1
Quebec,Canada,2020,11,6.1166,52.9399,-73.5491,47,1
Unknown,Afghanistan,2020,11,5.255,33.9391,67.71,48,1
Unknown,Ethiopia,2020,11,4.9942,9.145,40.4897,49,1
Unknown,Kosovo,2020,11,4.7493,42.6026,20.903,50,1
Unknown,United Kingdom,2020,12,1239.2971,55.3781,-3.436,1,0
Unknown,South Africa,2020,12,371.6613,-30.5595,22.9375,2,2
Unknown,Czechia,2020,12,243.6089,49.8175,15.473,3,2
Unknown,Spain,2020,12,204.5512,40.4637,-3.7492,4,2
Unknown,Colombia,2020,12,184.5496,4.5709,-74.2973,5,3
Unknown,Israel,2020,12,143.1569,31.0461,34.8516,6,3
Unknown,Slovakia,2020,12,135.8282,48.669,19.699,7,3
Unknown,Netherlands,2020,12,131.804,52.1326,5.2913,8,3
Unknown,France,2020,12,128.0516,46.2276,2.2137,9,3
Unknown,Argentina,2020,12,96.5448,-38.4161,-63.6167,10,3
Unknown,Germany,2020,12,94.2367,51.1657,10.4515,11,3
Unknown,Panama,2020,12,62.0746,8.538,-80.7821,12,1
Unknown,Indonesia,2020,12,56.5056,-0.7893,113.9213,13,1
Unknown,Japan,2020,12,51.3536,36.2048,138.2529,14,1
Unknown,Ireland,2020,12,42.2827,53.1424,-7.6921,15,1
Unknown,Bolivia,2020,12,38.3637,-16.2902,-63.5887,16,1
Unknown,Lebanon,2020,12,37.469,33.8547,35.8623,17,1
Ontario,Canada,2020,12,36.344,51.2538,-85.3232,18,1
Quebec,Canada,2020,12,35.6915,52.9399,-73.5491,19,1
Unknown,Egypt,2020,12,35.4024,26.8206,30.8025,20,1
Unknown,Chile,2020,12,32.9109,-35.6751,-71.543,21,1
Unknown,Russia,2020,12,30.004,61.524,105.3188,22,1
Unknown,Tunisia,2020,12,29.9036,33.8869,9.5375,23,1
Unknown,Denmark,2020,12,29.3286,56.2639,9.5018,24,1
Unknown,Malaysia,2020,12,23.7548,4.2105,101.9758,25,1
Unknown,Peru,2020,12,22.4226,-9.19,-75.0152,26,1
Unknown,Nigeria,2020,12,22.3032,9.082,8.6753,27,1
Unknown,Lithuania,2020,12,19.429,55.1694,23.8813,28,1
Unknown,"Korea, South",2020,12,18.0778,35.9078,127.7669,29,1
Unknown,Namibia,2020,12,15.9548,-22.9576,18.4904,30,1
Unknown,Latvia,2020,12,14.0641,56.8796,24.6032,31,1
Unknown,Uruguay,2020,12,14.0242,-32.5228,-55.7658,32,1
Unknown,Dominican Republic,2020,12,11.1089,18.7357,-70.1627,33,1
Unknown,Cyprus,2020,12,8.4843,35.1264,33.4299,34,1
Unknown,Estonia,2020,12,7.8819,58.5953,25.0136,35,1
Unknown,Thailand,2020,12,7.7298,15.87,100.9925,36,1
Unknown,Eswatini,2020,12,7.4794,-26.5225,31.4659,37,1
Unknown,Zambia,2020,12,6.7867,-13.1339,27.8493,38,1
Unknown,Norway,2020,12,6.6484,60.472,8.4689,39,1
Unknown,Belarus,2020,12,5.4073,53.7098,27.9534,40,1
Unknown,Portugal,2020,12,4.5597,39.3999,-8.2245,41,1
Unknown,United Arab Emirates,2020,12,4.1133,23.4241,53.8478,42,1
Unknown,Congo (Kinshasa),2020,12,3.4819,-4.0383,21.7587,43,1
Gibraltar,United Kingdom,2020,12,3.3633,36.1408,-5.3536,44,1
Unknown,Cuba,2020,12,3.3218,21.5218,-77.7812,45,1
Unknown,Costa Rica,2020,12,3.029,9.7489,-83.7534,46,1
Unknown,Switzerland,2020,12,2.9573,46.8182,8.2275,47,1
Unknown,Burkina Faso,2020,12,2.8169,12.2383,-1.5616,48,1
Unknown,Senegal,2020,12,2.8125,14.4974,-14.4524,49,1
Unknown,Rwanda,2020,12,2.6496,-1.9403,29.8739,50,1
Unknown,Spain,2021,1,658.5052,40.4637,-3.7492,1,2
Unknown,Brazil,2021,1,454.1996,-14.235,-51.9253,2,3
Unknown,Portugal,2021,1,275.746,39.3999,-8.2245,3,0
Unknown,France,2021,1,272.2266,46.2276,2.2137,4,0
Unknown,Mexico,2021,1,228.725,23.6345,-102.5528,5,0
Unknown,Peru,2021,1,226.9052,-9.19,-75.0152,6,0
Unknown,Indonesia,2021,1,200.3734,-0.7893,113.9213,7,0
Unknown,Malaysia,2021,1,96.9286,4.2105,101.9758,8,1
Unknown,United Arab Emirates,2021,1,65.7996,23.4241,53.8478,9,1
Unknown,Chile,2021,1,42.9145,-35.6751,-71.543,10,1
Unknown,Bolivia,2021,1,37.4319,-16.2902,-63.5887,11,1
Unknown,Ghana,2021,1,32.3726,7.9465,-1.0232,12,1
Unknown,Belgium,2021,1,30.7778,50.8333,4.4699,13,1
Unknown,Ecuador,2021,1,30.4214,-1.8312,-78.1834,14,1
Unknown,Kazakhstan,2021,1,30.0734,48.0196,66.9237,15,1
Unknown,Malawi,2021,1,26.9855,-13.2543,34.3015,16,1
Unknown,Mozambique,2021,1,26.844,-18.6657,35.5296,17,1
Unknown,Zambia,2021,1,26.5887,-13.1339,27.8493,18,1
Unknown,Philippines,2021,1,21.019,12.8797,121.774,19,1
Unknown,Cuba,2021,1,20.3681,21.5218,-77.7812,20,1
Unknown,Dominican Republic,2021,1,18.1327,18.7357,-70.1627,21,1
Unknown,Honduras,2021,1,17.3399,15.2,-86.2419,22,1
Unknown,Albania,2021,1,14.7617,41.1533,20.1683,23,1
Unknown,Sri Lanka,2021,1,14.2395,7.8731,80.7718,24,1
Unknown,Thailand,2021,1,12.9056,15.87,100.9925,25,1
Unknown,Guatemala,2021,1,11.3302,15.7835,-90.2308,26,1
Unknown,Nigeria,2021,1,10.9528,9.082,8.6753,27,1
Unknown,Libya,2021,1,10.7524,26.3351,17.2283,28,1
Unknown,Venezuela,2021,1,9.0879,6.4238,-66.5897,29,1
Unknown,Rwanda,2021,1,8.7641,-1.9403,29.8739,30,1
Unknown,Kuwait,2021,1,8.4847,29.3117,47.4818,31,1
Unknown,Iran,2021,1,8.4278,32.4279,53.688,32,1
Unknown,Bahrain,2021,1,6.5734,26.0275,50.55,33,1
Unknown,Saudi Arabia,2021,1,5.8649,23.8859,45.0792,34,1
Unknown,Finland,2021,1,5.8335,61.9241,25.7482,35,1
Unknown,Ethiopia,2021,1,5.6254,9.145,40.4897,36,1
Unknown,Cote d'Ivoire,2021,1,5.604,7.54,-5.5471,37,1
Unknown,Qatar,2021,1,5.1234,25.3548,51.1839,38,1
Mayotte,France,2021,1,4.2085,-12.8275,45.1662,39,1
Unknown,Kosovo,2021,1,4.1911,42.6026,20.903,40,1
Unknown,Maldives,2021,1,3.3044,3.2028,73.2207,41,1
Unknown,Greece,2021,1,3.2746,39.0742,21.8243,42,1
Unknown,Senegal,2021,1,2.7452,14.4974,-14.4524,43,1
Unknown,Madagascar,2021,1,2.629,-18.7669,46.8691,44,1
Unknown,Botswana,2021,1,2.6145,-22.3285,24.6849,45,1
Unknown,Haiti,2021,1,2.3403,18.9712,-72.2852,46,1
Unknown,Montenegro,2021,1,2.127,42.7087,19.3744,47,1
Unknown,Iraq,2021,1,2.0968,33.2232,43.6793,48,1
Unknown,Gabon,2021,1,2.0891,-0.8037,11.6094,49,1
Unknown,Moldova,2021,1,2.0548,47.4116,28.3699,50,1
Unknown,Brazil,2021,2,343.7849,-14.235,-51.9253,1,1
Unknown,Italy,2021,2,247.644,41.8719,12.5674,2,3
Unknown,Poland,2021,2,241.0446,51.9194,19.1451,3,3
Unknown,Czechia,2021,2,236.012,49.8175,15.473,4,3
Unknown,India,2021,2,202.9225,20.5937,78.9629,5,3
Unknown,France,2021,2,196.5523,46.2276,2.2137,6,3
Unknown,Ukraine,2021,2,140.1855,48.3794,31.1656,7,2
Unknown,Iraq,2021,2,125.1962,33.2232,43.6793,8,2
Unknown,Hungary,2021,2,122.0709,47.1625,19.5033,9,2
Unknown,Jordan,2021,2,117.8049,31.24,36.51,10,2
Unknown,Serbia,2021,2,63.1182,44.0165,21.0059,11,0
Unknown,Iran,2021,2,57.3487,32.4279,53.688,12,0
Unknown,Netherlands,2021,2,43.1289,52.1326,5.2913,13,0
Unknown,Romania,2021,2,40.1481,45.9432,24.9668,14,0
Unknown,Turkey,2021,2,39.8755,38.9637,35.2433,15,0
Unknown,West Bank and Gaza,2021,2,38.9392,31.9522,35.2332,16,0
Unknown,Peru,2021,2,38.7247,-9.19,-75.0152,17,0
Unknown,Austria,2021,2,34.9091,47.5162,14.5501,18,0
Unknown,Ecuador,2021,2,34.4721,-1.8312,-78.1834,19,0
Unknown,Slovakia,2021,2,31.1814,48.669,19.699,20,0
Unknown,Estonia,2021,2,28.6973,58.5953,25.0136,21,0
Unknown,Philippines,2021,2,26.4023,12.8797,121.774,22,0
Unknown,Moldova,2021,2,25.645,47.4116,28.3699,23,0
Unknown,Greece,2021,2,24.7879,39.0742,21.8243,24,0
Unknown,Bulgaria,2021,2,23.5889,42.7339,25.4858,25,0
Unknown,Belgium,2021,2,22.0405,50.8333,4.4699,26,0
Unknown,Paraguay,2021,2,19.1125,-23.4425,-58.4438,27,0
Unknown,Ethiopia,2021,2,13.4226,9.145,40.4897,28,0
Unknown,Uruguay,2021,2,11.4696,-32.5228,-55.7658,29,0
Unknown,Chile,2021,2,10.3722,-35.6751,-71.543,30,0
Unknown,Finland,2021,2,9.217,61.9241,25.7482,31,0
Unknown,North Macedonia,2021,2,9.1325,41.6086,21.7453,32,0
Unknown,Somalia,2021,2,8.2559,5.1521,46.1996,33,0
Unknown,Oman,2021,2,6.9475,21.5126,55.9233,34,0
Unknown,Kenya,2021,2,5.4105,-0.0236,37.9062,35,0
Unknown,Kuwait,2021,2,5.2542,29.3117,47.4818,36,0
Unknown,South Sudan,2021,2,5.0402,6.877,31.307,37,0
Unknown,Malta,2021,2,4.7211,35.9375,14.3754,38,0
Unknown,Armenia,2021,2,4.6765,40.0691,45.0382,39,0
Unknown,Jamaica,2021,2,4.3498,18.1096,-77.2975,40,0
Unknown,Cameroon,2021,2,3.7014,3.848,11.5021,41,0
Unknown,Egypt,2021,2,3.5969,26.8206,30.8025,42,0
Unknown,Azerbaijan,2021,2,3.5156,40.1431,47.5769,43,0
Unknown,Namibia,2021,2,3.4776,-22.9576,18.4904,44,0
Unknown,Denmark,2021,2,3.471,56.2639,9.5018,45,0
Unknown,Norway,2021,2,3.1801,60.472,8.4689,46,0
Unknown,Guinea,2021,2,3.0947,9.9456,-9.6966,47,0
Guadeloupe,France,2021,2,2.9135,16.265,-61.551,48,0
Unknown,Qatar,2021,2,2.6576,25.3548,51.1839,49,0
Reunion,France,2021,2,2.4915,-21.1151,55.5364,50,0
Unknown,India,2021,3,1912.5814,20.5937,78.9629,1,2
Unknown,Turkey,2021,3,877.1121,38.9637,35.2433,2,0
Unknown,France,2021,3,766.2218,46.2276,2.2137,3,0
Unknown,Poland,2021,3,670.1532,51.9194,19.1451,4,0
Unknown,Brazil,2021,3,452.6222,-14.235,-51.9253,5,3
Unknown,Germany,2021,3,339.6262,51.1657,10.4515,6,3
Unknown,Philippines,2021,3,265.1125,12.8797,121.774,7,3
Unknown,Ukraine,2021,3,261.1855,48.3794,31.1656,8,3
Unknown,US,2021,3,244.6081,40.0,-100.0,9,3
Unknown,Spain,2021,3,204.7802,40.4637,-3.7492,10,3
Unknown,Argentina,2021,3,192.6815,-38.4161,-63.6167,11,3
Unknown,Colombia,2021,3,167.5948,4.5709,-74.2973,12,3
Unknown,Bangladesh,2021,3,157.529,23.685,90.3563,13,3
Unknown,Hungary,2021,3,126.9528,47.1625,19.5033,14,1
Unknown,Pakistan,2021,3,126.2355,30.3753,69.3451,15,1
Unknown,Peru,2021,3,125.3113,-9.19,-75.0152,16,1
Unknown,Netherlands,2021,3,120.5492,52.1326,5.2913,17,1
Unknown,Belgium,2021,3,108.9823,50.8333,4.4699,18,1
Unknown,Chile,2021,3,95.0952,-35.6751,-71.543,19,1
Unknown,Romania,2021,3,81.6093,45.9432,24.9668,20,1
Unknown,Jordan,2021,3,76.5286,31.24,36.51,21,1
Unknown,Uruguay,2021,3,71.4669,-32.5228,-55.7658,22,1
Unknown,Bulgaria,2021,3,70.6564,42.7339,25.4858,23,1
Unknown,Sweden,2021,3,67.9677,60.1282,18.6435,24,1
Unknown,Azerbaijan,2021,3,58.281,40.1431,47.5769,25,1
Unknown,Iraq,2021,3,57.5024,33.2232,43.6793,26,1
Ontario,Canada,2021,3,52.0423,51.2538,-85.3232,27,1
Unknown,Serbia,2021,3,49.3048,44.0165,21.0059,28,1
Unknown,Croatia,2021,3,44.1214,45.1,15.2,29,1
Unknown,Ethiopia,2021,3,41.2899,9.145,40.4897,30,1
Unknown,Kenya,2021,3,40.373,-0.0236,37.9062,31,1
Unknown,Japan,2021,3,39.3758,36.2048,138.2529,32,1
Unknown,Austria,2021,3,39.0597,47.5162,14.5501,33,1
Unknown,Bosnia and Herzegovina,2021,3,38.079,43.9159,17.6791,34,1
Unknown,Kazakhstan,2021,3,32.8573,48.0196,66.9237,35,1
Unknown,Paraguay,2021,3,30.8726,-23.4425,-58.4438,36,1
Unknown,Italy,2021,3,30.0185,41.8719,12.5674,37,1
Unknown,Ecuador,2021,3,28.931,-1.8312,-78.1834,38,1
Unknown,Greece,2021,3,28.7573,39.0742,21.8243,39,1
Unknown,Switzerland,2021,3,27.7,46.8182,8.2275,40,1
Unknown,Oman,2021,3,25.2823,21.5126,55.9233,41,1
Unknown,Venezuela,2021,3,25.1956,6.4238,-66.5897,42,1
Unknown,Armenia,2021,3,24.177,40.0691,45.0382,43,1
Unknown,North Macedonia,2021,3,20.1573,41.6086,21.7453,44,1
Unknown,Cameroon,2021,3,17.2137,3.848,11.5021,45,1
Alberta,Canada,2021,3,14.9718,53.9333,-116.5765,46,1
Unknown,Mongolia,2021,3,13.7694,46.8625,103.8467,47,1
Unknown,Tunisia,2021,3,12.8766,33.8869,9.5375,48,1
Unknown,Lithuania,2021,3,12.6,55.1694,23.8813,49,1
Quebec,Canada,2021,3,12.2992,52.9399,-73.5491,50,1
Unknown,India,2021,4,11867.6611,20.5937,78.9629,1,1
Unknown,Argentina,2021,4,351.6258,-38.4161,-63.6167,2,2
Unknown,Colombia,2021,4,289.3444,4.5709,-74.2973,3,2
Unknown,Iran,2021,4,255.8418,32.4279,53.688,4,2
Unknown,Germany,2021,4,179.9791,51.1657,10.4515,5,3
Unknown,Nepal,2021,4,167.9266,28.1667,84.25,6,3
Unknown,Spain,2021,4,124.6336,40.4637,-3.7492,7,3
Unknown,Japan,2021,4,106.5061,36.2048,138.2529,8,3
Unknown,Thailand,2021,4,82.1526,15.87,100.9925,9,3
Unknown,Malaysia,2021,4,77.788,4.2105,101.9758,10,3
Unknown,Costa Rica,2021,4,71.4338,9.7489,-83.7534,11,3
Unknown,Sweden,2021,4,45.8839,60.1282,18.6435,12,0
Unknown,Sri Lanka,2021,4,43.3535,7.8731,80.7718,13,0
Unknown,Georgia,2021,4,33.5864,42.3154,43.3569,14,0
Alberta,Canada,2021,4,32.2211,53.9333,-116.5765,15,0
Unknown,Mongolia,2021,4,29.4523,46.8625,103.8467,16,0
Unknown,Kazakhstan,2021,4,28.7139,48.0196,66.9237,17,0
Unknown,Paraguay,2021,4,25.022,-23.4425,-58.4438,18,0
Unknown,Netherlands,2021,4,24.6563,52.1326,5.2913,19,0
Unknown,Pakistan,2021,4,24.2029,30.3753,69.3451,20,0
Unknown,Cambodia,2021,4,24.0071,11.55,104.9167,21,0
Unknown,Guatemala,2021,4,23.2558,15.7835,-90.2308,22,0
Unknown,Iraq,2021,4,22.3468,33.2232,43.6793,23,0
Unknown,Honduras,2021,4,21.9662,15.2,-86.2419,24,0
Unknown,Switzerland,2021,4,19.713,46.8182,8.2275,25,0
Unknown,Bolivia,2021,4,17.0182,-16.2902,-63.5887,26,0
Unknown,Tunisia,2021,4,16.7673,33.8869,9.5375,27,0
Unknown,South Africa,2021,4,15.2349,-30.5595,22.9375,28,0
Unknown,Ecuador,2021,4,13.9998,-1.8312,-78.1834,29,0
Unknown,Saudi Arabia,2021,4,13.9733,23.8859,45.0792,30,0
Ontario,Canada,2021,4,13.6409,51.2538,-85.3232,31,0
Unknown,Lithuania,2021,4,13.133,55.1694,23.8813,32,0
Unknown,Cyprus,2021,4,12.9306,35.1264,33.4299,33,0
Unknown,Croatia,2021,4,10.6182,45.1,15.2,34,0
Unknown,Egypt,2021,4,10.1168,26.8206,30.8025,35,0
Unknown,Maldives,2021,4,8.5944,3.2028,73.2207,36,0
Unknown,Cabo Verde,2021,4,8.5775,16.5388,-23.0418,37,0
Unknown,Uzbekistan,2021,4,8.3882,41.3775,64.5853,38,0
Unknown,Latvia,2021,4,8.2205,56.8796,24.6032,39,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2021,4,8.182,12.1784,-68.2385,40,0
Unknown,Indonesia,2021,4,8.1326,-0.7893,113.9213,41,0
Unknown,Trinidad and Tobago,2021,4,7.3379,10.6918,-61.2225,42,0
Unknown,Kyrgyzstan,2021,4,7.186,41.2044,74.7661,43,0
Manitoba,Canada,2021,4,6.5804,53.7609,-98.8139,44,0
Unknown,Afghanistan,2021,4,5.0592,33.9391,67.71,45,0
Unknown,Algeria,2021,4,4.7253,28.0339,1.6596,46,0
Unknown,Angola,2021,4,4.6917,-11.2027,17.8739,47,0
Unknown,"Korea, South",2021,4,3.7591,35.9078,127.7669,48,0
Unknown,Seychelles,2021,4,3.378,-4.6796,55.492,49,0
Unknown,Laos,2021,4,3.3433,19.8563,102.4955,50,0
Unknown,Argentina,2021,5,541.9052,-38.4161,-63.6167,1,3
Unknown,Colombia,2021,5,246.7452,4.5709,-74.2973,2,0
Unknown,Malaysia,2021,5,179.6952,4.2105,101.9758,3,0
Unknown,South Africa,2021,5,99.3665,-30.5595,22.9375,4,2
Unknown,Thailand,2021,5,85.5512,15.87,100.9925,5,2
Unknown,Chile,2021,5,76.0169,-35.6751,-71.543,6,2
Unknown,Bahrain,2021,5,66.129,26.0275,50.55,7,2
Unknown,Uruguay,2021,5,57.1532,-32.5228,-55.7658,8,2
Unknown,Bolivia,2021,5,53.7589,-16.2902,-63.5887,9,2
Unknown,Brazil,2021,5,48.5101,-14.235,-51.9253,10,2
