Country/Region,Month,Year,Daily_Positive_Cases
Botswana,9,2022,14.8
Botswana,10,2022,1.16
Botswana,11,2022,9.63
Botswana,12,2022,68.61
Botswana,1,2023,15.06
Botswana,2,2023,17.86
Botswana,3,2023,3.44
Brazil,1,2020,0.0
Brazil,2,2020,0.07
Brazil,3,2020,184.35
Brazil,4,2020,2715.67
Brazil,5,2020,13837.1
Brazil,6,2020,29884.4
Brazil,7,2020,40573.61
Brazil,8,2020,40141.23
Brazil,9,2020,30084.53
Brazil,10,2020,23238.65
Brazil,11,2020,26806.73
Brazil,12,2020,43195.71
Brazil,1,2021,49273.84
Brazil,2,2021,48198.93
Brazil,3,2021,71138.74
Brazil,4,2021,63723.73
Brazil,5,2021,60734.97
Brazil,6,2021,67080.27
Brazil,7,2021,43608.06
Brazil,8,2021,27840.32
Brazil,9,2021,21572.2
Brazil,10,2021,12331.06
Brazil,11,2021,9517.27
Brazil,12,2021,6183.74
Brazil,1,2022,102312.61
Brazil,2,2022,119037.18
Brazil,3,2022,37261.26
Brazil,4,2022,16552.2
Brazil,5,2022,18412.97
Brazil,6,2022,44632.67
Brazil,7,2022,47609.1
Brazil,8,2022,19224.29
Brazil,9,2022,8089.03
Brazil,10,2022,5039.52
Brazil,11,2022,13295.0
Brazil,12,2022,35602.65
Brazil,1,2023,15912.87
Brazil,2,2023,8155.57
Brazil,3,2023,3141.44
Brunei,1,2020,0.0
Brunei,2,2020,0.0
Brunei,3,2020,4.16
Brunei,4,2020,0.3
Brunei,5,2020,0.1
Brunei,6,2020,0.0
Brunei,7,2020,0.0
Brunei,8,2020,0.1
Brunei,9,2020,0.07
Brunei,10,2020,0.06
Brunei,11,2020,0.07
Brunei,12,2020,0.23
Brunei,1,2021,0.74
Brunei,2,2021,0.21
Brunei,3,2021,0.84
Brunei,4,2021,0.4
Brunei,5,2021,0.58
Brunei,6,2021,0.6
Brunei,7,2021,2.48
Brunei,8,2021,76.61
Brunei,9,2021,146.8
Brunei,10,2021,194.0
Brunei,11,2021,64.27
Brunei,12,2021,13.29
Brunei,1,2022,32.45
Brunei,2,2022,1680.93
Brunei,3,2022,2286.13
Brunei,4,2022,247.93
Brunei,5,2022,220.13
Brunei,6,2022,507.53
Brunei,7,2022,1354.52
Brunei,8,2022,463.06
Brunei,9,2022,250.37
Brunei,10,2022,319.35
Brunei,11,2022,675.5
Brunei,12,2022,287.03
Brunei,1,2023,298.32
Brunei,2,2023,68.75
Brunei,3,2023,185.44
Bulgaria,1,2020,0.0
Bulgaria,2,2020,0.0
Bulgaria,3,2020,12.87
Bulgaria,4,2020,36.9
Bulgaria,5,2020,32.48
Bulgaria,6,2020,82.53
Bulgaria,7,2020,216.16
Bulgaria,8,2020,147.61
Bulgaria,9,2020,152.23
Bulgaria,10,2020,1032.61
Bulgaria,11,2020,3081.87
Bulgaria,12,2020,1837.61
Bulgaria,1,2021,531.68
Bulgaria,2,2021,1010.36
Bulgaria,3,2021,3083.71
Bulgaria,4,2021,2058.23
Bulgaria,5,2021,457.97
Bulgaria,6,2021,108.4
Bulgaria,7,2021,104.03
Bulgaria,8,2021,989.94
Bulgaria,9,2021,1547.33
Bulgaria,10,2021,3236.45
Bulgaria,11,2021,3085.5
Bulgaria,12,2021,1679.06
Bulgaria,1,2022,6608.29
Bulgaria,2,2022,4975.5
Bulgaria,3,2022,1536.9
Bulgaria,4,2022,593.53
Bulgaria,5,2022,272.19
Bulgaria,6,2022,235.73
Bulgaria,7,2022,1111.26
Bulgaria,8,2022,1168.45
Bulgaria,9,2022,552.03
Bulgaria,10,2022,632.61
Bulgaria,11,2022,272.47
Bulgaria,12,2022,156.39
Bulgaria,1,2023,107.16
Bulgaria,2,2023,50.96
Bulgaria,3,2023,74.44
Burkina Faso,1,2020,0.0
Burkina Faso,2,2020,0.0
Burkina Faso,3,2020,8.42
Burkina Faso,4,2020,12.8
Burkina Faso,5,2020,6.52
Burkina Faso,6,2020,3.83
Burkina Faso,7,2020,4.65
Burkina Faso,8,2020,8.45
Burkina Faso,9,2020,22.93
Burkina Faso,10,2020,14.32
Burkina Faso,11,2020,12.87
Burkina Faso,12,2020,123.26
Burkina Faso,1,2021,128.23
Burkina Faso,2,2021,46.43
Burkina Faso,3,2021,23.71
Burkina Faso,4,2021,19.77
Burkina Faso,5,2021,4.0
Burkina Faso,6,2021,1.5
Burkina Faso,7,2021,3.03
Burkina Faso,8,2021,6.58
Burkina Faso,9,2021,15.53
Burkina Faso,10,2021,17.74
Burkina Faso,11,2021,40.23
Burkina Faso,12,2021,52.65
Burkina Faso,1,2022,96.52
Burkina Faso,2,2022,4.54
Burkina Faso,3,2022,3.29
Burkina Faso,4,2022,0.4
Burkina Faso,5,2022,1.1
Burkina Faso,6,2022,4.83
Burkina Faso,7,2022,2.71
Burkina Faso,8,2022,0.0
Burkina Faso,9,2022,16.77
Burkina Faso,10,2022,0.0
Burkina Faso,11,2022,0.0
Burkina Faso,12,2022,12.1
Burkina Faso,1,2023,0.61
Burkina Faso,2,2023,1.11
Burkina Faso,3,2023,0.0
Burma,1,2020,0.0
Burma,2,2020,0.0
Burma,3,2020,0.48
Burma,4,2020,4.53
Burma,5,2020,2.35
Burma,6,2020,2.5
Burma,7,2020,1.74
Burma,8,2020,17.06
Burma,9,2020,416.37
Burma,10,2020,1268.81
Burma,11,2020,1266.9
Burma,12,2020,1094.1
Burma,1,2021,500.48
Burma,2,2021,62.54
Burma,3,2021,17.35
Burma,4,2021,12.77
Burma,5,2021,26.19
Burma,6,2021,454.93
Burma,7,2021,4577.68
Burma,8,2021,3228.94
Burma,9,2021,2159.8
Burma,10,2021,1161.19
Burma,11,2021,744.3
Burma,12,2021,272.0
Burma,1,2022,151.55
Burma,2,2022,1869.96
Burma,3,2022,764.39
Burma,4,2022,43.2
Burma,5,2022,14.61
Burma,6,2022,8.67
Burma,7,2022,16.0
Burma,8,2022,36.42
Burma,9,2022,252.7
Burma,10,2022,287.55
Burma,11,2022,50.97
Burma,12,2022,14.13
Burma,1,2023,4.42
Burma,2,2023,3.5
Burma,3,2023,3.56
Burundi,1,2020,0.0
Burundi,2,2020,0.0
Burundi,3,2020,0.06
Burundi,4,2020,0.3
Burundi,5,2020,1.68
Burundi,6,2020,3.57
Burundi,7,2020,7.0
Burundi,8,2020,1.87
Burundi,9,2020,2.1
Burundi,10,2020,2.48
Burundi,11,2020,3.43
Burundi,12,2020,4.19
Burundi,1,2021,26.26
Burundi,2,2021,20.61
Burundi,3,2021,19.39
Burundi,4,2021,39.5
Burundi,5,2021,25.65
Burundi,6,2021,22.07
Burundi,7,2021,52.52
Burundi,8,2021,158.52
Burundi,9,2021,191.13
Burundi,10,2021,74.55
Burundi,11,2021,12.53
Burundi,12,2021,224.23
Burundi,1,2022,324.71
Burundi,2,2022,24.82
Burundi,3,2022,12.32
Burundi,4,2022,49.63
Burundi,5,2022,65.68
Burundi,6,2022,20.8
Burundi,7,2022,85.48
Burundi,8,2022,128.35
Burundi,9,2022,30.2
Burundi,10,2022,8.94
Burundi,11,2022,18.27
Burundi,12,2022,22.71
Burundi,1,2023,52.68
Burundi,2,2023,9.07
Burundi,3,2023,2.44
Cabo Verde,1,2020,0.0
Cabo Verde,2,2020,0.0
Cabo Verde,3,2020,0.19
Cabo Verde,4,2020,3.83
Cabo Verde,5,2020,10.13
Cabo Verde,6,2020,26.4
Cabo Verde,7,2020,39.48
Cabo Verde,8,2020,46.23
Cabo Verde,9,2020,71.33
Cabo Verde,10,2020,89.32
Cabo Verde,11,2020,65.6
Cabo Verde,12,2020,34.81
Cabo Verde,1,2021,71.94
Cabo Verde,2,2021,47.5
Cabo Verde,3,2021,66.77
Cabo Verde,4,2021,213.73
Cabo Verde,5,2021,211.52
Cabo Verde,6,2021,67.27
Cabo Verde,7,2021,43.03
Cabo Verde,8,2021,50.42
Cabo Verde,9,2021,74.07
Cabo Verde,10,2021,20.61
Cabo Verde,11,2021,5.17
Cabo Verde,12,2021,108.45
Cabo Verde,1,2022,450.42
Cabo Verde,2,2022,6.82
Cabo Verde,3,2022,2.13
Cabo Verde,4,2022,2.33
Cabo Verde,5,2022,9.74
Cabo Verde,6,2022,140.6
Cabo Verde,7,2022,52.16
Cabo Verde,8,2022,5.19
Cabo Verde,9,2022,1.8
Cabo Verde,10,2022,0.74
Cabo Verde,11,2022,21.33
Cabo Verde,12,2022,5.26
Cabo Verde,1,2023,0.94
Cabo Verde,2,2023,0.54
Cabo Verde,3,2023,0.0
Cambodia,1,2020,0.1
Cambodia,2,2020,0.0
Cambodia,3,2020,3.48
Cambodia,4,2020,0.43
Cambodia,5,2020,0.1
Cambodia,6,2020,0.53
Cambodia,7,2020,3.16
Cambodia,8,2020,1.13
Cambodia,9,2020,0.1
Cambodia,10,2020,0.45
Cambodia,11,2020,1.17
Cambodia,12,2020,1.68
Cambodia,1,2021,2.84
Cambodia,2,2021,12.64
Cambodia,3,2021,52.26
Cambodia,4,2021,365.4
Cambodia,5,2021,538.45
Cambodia,6,2021,676.37
Cambodia,7,2021,866.39
Cambodia,8,2021,510.06
Cambodia,9,2021,653.2
Cambodia,10,2021,189.39
Cambodia,11,2021,53.73
Cambodia,12,2021,11.58
Cambodia,1,2022,27.81
Cambodia,2,2022,318.61
Cambodia,3,2022,172.55
Cambodia,4,2022,20.87
Cambodia,5,2022,0.35
Cambodia,6,2022,0.57
Cambodia,7,2022,16.45
Cambodia,8,2022,26.81
Cambodia,9,2022,8.57
Cambodia,10,2022,3.68
Cambodia,11,2022,3.6
Cambodia,12,2022,15.65
Cambodia,1,2023,3.52
Cambodia,2,2023,0.86
Cambodia,3,2023,0.22
Cameroon,1,2020,0.0
Cameroon,2,2020,0.0
Cameroon,3,2020,6.23
Cameroon,4,2020,54.63
Cameroon,5,2020,131.35
Cameroon,6,2020,222.93
Cameroon,7,2020,150.42
Cameroon,8,2020,60.87
Cameroon,9,2020,56.53
Cameroon,10,2020,30.81
Cameroon,11,2020,88.4
Cameroon,12,2020,59.1
Cameroon,1,2021,107.74
Cameroon,2,2021,217.75
Cameroon,3,2021,385.65
Cameroon,4,2021,819.37
Cameroon,5,2021,215.45
Cameroon,6,2021,64.3
Cameroon,7,2021,38.9
Cameroon,8,2021,43.9
Cameroon,9,2021,295.93
Cameroon,10,2021,328.9
Cameroon,11,2021,143.17
Cameroon,12,2021,83.0
Cameroon,1,2022,237.13
Cameroon,2,2022,90.07
Cameroon,3,2022,9.81
Cameroon,4,2022,7.87
Cameroon,5,2022,5.39
Cameroon,6,2022,4.03
Cameroon,7,2022,4.74
Cameroon,8,2022,46.35
Cameroon,9,2022,0.0
Cameroon,10,2022,63.77
Cameroon,11,2022,12.13
Cameroon,12,2022,0.0
Cameroon,1,2023,0.0
Cameroon,2,2023,14.25
Cameroon,3,2023,0.0
Canada,1,2020,0.4
Canada,2,2020,1.0
Canada,3,2020,344.03
Canada,4,2020,1550.1
Canada,5,2020,1124.26
Canada,6,2020,418.07
Canada,7,2020,396.06
Canada,8,2020,409.94
Canada,9,2020,1098.87
Canada,10,2020,2428.55
Canada,11,2020,4853.67
Canada,12,2020,6670.35
Canada,1,2021,6214.94
Canada,2,2021,3111.07
Canada,3,2021,3891.61
Canada,4,2021,7995.6
Canada,5,2021,5050.35
Canada,6,2021,1088.57
Canada,7,2021,490.94
Canada,8,2021,2235.94
Canada,9,2021,4158.17
Canada,10,2021,2940.0
Canada,11,2021,2600.97
Canada,12,2021,13727.1
Canada,1,2022,27416.74
Canada,2,2022,8169.5
Canada,3,2022,6048.71
Canada,4,2022,9175.13
Canada,5,2022,3838.58
Canada,6,2022,2605.8
Canada,7,2022,4206.06
Canada,8,2022,3295.81
Canada,9,2022,2814.13
Canada,10,2022,2888.03
Canada,11,2022,2119.37
Canada,12,2022,2345.68
Canada,1,2023,1902.32
Canada,2,2023,1381.86
Canada,3,2023,1587.67
Central African Republic,1,2020,0.0
Central African Republic,2,2020,0.0
Central African Republic,3,2020,0.1
Central African Republic,4,2020,1.57
Central African Republic,5,2020,31.0
Central African Republic,6,2020,91.13
Central African Republic,7,2020,27.84
Central African Republic,8,2020,3.32
Central African Republic,9,2020,3.93
Central African Republic,10,2020,1.19
Central African Republic,11,2020,1.57
Central African Republic,12,2020,1.61
Central African Republic,1,2021,0.58
Central African Republic,2,2021,0.82
Central African Republic,3,2021,5.06
Central African Republic,4,2021,41.67
Central African Republic,5,2021,21.94
Central African Republic,6,2021,1.67
Central African Republic,7,2021,0.32
Central African Republic,8,2021,133.71
Central African Republic,9,2021,2.5
Central African Republic,10,2021,4.74
Central African Republic,11,2021,6.33
Central African Republic,12,2021,14.68
Central African Republic,1,2022,56.65
Central African Republic,2,2022,10.93
Central African Republic,3,2022,13.68
Central African Republic,4,2022,0.0
Central African Republic,5,2022,0.0
Central African Republic,6,2022,0.0
Central African Republic,7,2022,3.71
Central African Republic,8,2022,3.16
Central African Republic,9,2022,1.7
Central African Republic,10,2022,11.19
Central African Republic,11,2022,1.7
Central African Republic,12,2022,1.29
Central African Republic,1,2023,0.55
Central African Republic,2,2023,0.0
Central African Republic,3,2023,0.0
Chad,1,2020,0.0
Chad,2,2020,0.0
Chad,3,2020,0.23
Chad,4,2020,2.2
Chad,5,2020,22.74
Chad,6,2020,2.93
Chad,7,2020,2.26
Chad,8,2020,2.48
Chad,9,2020,6.23
Chad,10,2020,9.13
Chad,11,2020,6.83
Chad,12,2020,13.71
Chad,1,2021,40.74
Chad,2,2021,21.32
Chad,3,2021,18.06
Chad,4,2021,9.47
Chad,5,2021,3.68
Chad,6,2021,0.67
Chad,7,2021,0.71
Chad,8,2021,0.61
Chad,9,2021,1.53
Chad,10,2021,1.0
Chad,11,2021,1.27
Chad,12,2021,19.23
Chad,1,2022,46.84
Chad,2,2022,3.57
Chad,3,2022,1.77
Chad,4,2022,3.37
Chad,5,2022,0.19
Chad,6,2022,0.27
Chad,7,2022,0.23
Chad,8,2022,3.42
Chad,9,2022,1.5
Chad,10,2022,1.42
Chad,11,2022,0.63
Chad,12,2022,0.13
Chad,1,2023,0.06
Chad,2,2023,0.93
Chad,3,2023,0.11
Chile,1,2020,0.0
Chile,2,2020,0.07
Chile,3,2020,91.68
Chile,4,2020,495.27
Chile,5,2020,3414.45
Chile,6,2020,5194.77
Chile,7,2020,2460.45
Chile,8,2020,1808.35
Chile,9,2020,1708.83
Chile,10,2020,1524.68
Chile,11,2020,1382.9
Chile,12,2020,1846.13
Chile,1,2021,3810.84
Chile,2,2021,3482.71
Chile,3,2021,5513.32
Chile,4,2021,6756.9
Chile,5,2021,6003.26
Chile,6,2021,5718.53
Chile,7,2021,1931.26
Chile,8,2021,738.84
Chile,9,2021,519.63
Chile,10,2021,1315.61
Chile,11,2021,2256.77
Chile,12,2021,1411.06
Chile,1,2022,11596.45
Chile,2,2022,31965.54
Chile,3,2022,13223.13
Chile,4,2022,2923.17
Chile,5,2022,4655.16
Chile,6,2022,9591.73
Chile,7,2022,8092.03
Chile,8,2022,8608.9
Chile,9,2022,3862.83
Chile,10,2022,4383.19
Chile,11,2022,5327.47
Chile,12,2022,3790.87
Chile,1,2023,2627.55
Chile,2,2023,1690.96
Chile,3,2023,2884.22
China,1,2020,980.2
China,2,2020,2398.41
China,3,2020,93.23
China,4,2020,57.0
China,5,2020,6.13
China,6,2020,21.47
China,7,2020,92.58
China,8,2020,72.77
China,9,2020,21.03
China,10,2020,26.48
China,11,2020,51.2
China,12,2020,98.74
China,1,2021,132.26
China,2,2021,32.21
China,3,2021,24.68
China,4,2021,25.4
China,5,2021,16.77
China,6,2021,25.2
China,7,2021,41.29
China,8,2021,65.26
China,9,2021,45.9
China,10,2021,39.23
China,11,2021,55.7
China,12,2021,119.52
China,1,2022,173.32
China,2,2022,9462.0
China,3,2022,29736.1
China,4,2022,3764.0
China,5,2022,542.77
China,6,2022,1160.67
China,7,2022,3633.65
China,8,2022,6473.1
China,9,2022,7725.8
China,10,2022,5246.55
China,11,2022,8738.37
China,12,2022,20025.55
China,1,2023,10301.16
China,2,2023,0.0
China,3,2023,0.0
Colombia,1,2020,0.0
Colombia,2,2020,0.0
Colombia,3,2020,29.23
Colombia,4,2020,186.7
Colombia,5,2020,737.94
Colombia,6,2020,2282.1
Colombia,7,2020,6376.19
Colombia,8,2020,10309.23
Colombia,9,2020,7152.83
Colombia,10,2020,7887.26
Colombia,11,2020,8087.4
Colombia,12,2020,10515.13
Colombia,1,2021,14584.16
Colombia,2,2021,5600.21
Colombia,3,2021,4989.9
Colombia,4,2021,15111.57
Colombia,5,2021,17636.52
Colombia,6,2021,27817.53
Colombia,7,2021,17559.29
Colombia,8,2021,3992.45
Colombia,9,2021,1606.37
Colombia,10,2021,1455.16
Colombia,11,2021,2241.9
Colombia,12,2021,2832.13
Colombia,1,2022,23542.61
Colombia,2,2022,6332.93
Colombia,3,2022,655.9
Colombia,4,2022,258.37
Colombia,5,2022,348.0
Colombia,6,2022,2390.87
Colombia,7,2022,2923.13
Colombia,8,2022,1090.23
Colombia,9,2022,259.23
Colombia,10,2022,75.61
Colombia,11,2022,98.03
Colombia,12,2022,774.29
Colombia,1,2023,524.61
Colombia,2,2023,151.79
Colombia,3,2023,213.33
Comoros,1,2020,0.0
Comoros,2,2020,0.0
Comoros,3,2020,0.0
Comoros,4,2020,0.03
Comoros,5,2020,3.39
Comoros,6,2020,6.57
Comoros,7,2020,2.42
Comoros,8,2020,1.45
Comoros,9,2020,1.87
Comoros,10,2020,2.13
Comoros,11,2020,2.2
Comoros,12,2020,6.84
Comoros,1,2021,61.39
Comoros,2,2021,30.18
Comoros,3,2021,4.03
Comoros,4,2021,4.6
Comoros,5,2021,1.52
Comoros,6,2021,1.83
Comoros,7,2021,2.97
Comoros,8,2021,1.29
Comoros,9,2021,2.43
Comoros,10,2021,3.81
Comoros,11,2021,8.07
Comoros,12,2021,64.97
Comoros,1,2022,42.48
Comoros,2,2022,7.18
Comoros,3,2022,1.71
Comoros,4,2022,0.63
Comoros,5,2022,0.48
Comoros,6,2022,0.63
Comoros,7,2022,5.68
Comoros,8,2022,4.52
Comoros,9,2022,0.53
Comoros,10,2022,9.39
Comoros,11,2022,6.77
Comoros,12,2022,0.55
Comoros,1,2023,0.32
Comoros,2,2023,0.21
Comoros,3,2023,1.11
Congo (Brazzaville),1,2020,0.0
Congo (Brazzaville),2,2020,0.0
Congo (Brazzaville),3,2020,0.61
Congo (Brazzaville),4,2020,6.7
Congo (Brazzaville),5,2020,12.61
Congo (Brazzaville),6,2020,15.87
Congo (Brazzaville),7,2020,68.16
Congo (Brazzaville),8,2020,25.13
Congo (Brazzaville),9,2020,37.0
Congo (Brazzaville),10,2020,6.48
Congo (Brazzaville),11,2020,16.13
Congo (Brazzaville),12,2020,43.0
Congo (Brazzaville),1,2021,25.16
Congo (Brazzaville),2,2021,33.32
Congo (Brazzaville),3,2021,27.77
Congo (Brazzaville),4,2021,33.23
Congo (Brazzaville),5,2021,31.61
Congo (Brazzaville),6,2021,31.27
Congo (Brazzaville),7,2021,19.03
Congo (Brazzaville),8,2021,12.97
Congo (Brazzaville),9,2021,21.87
Congo (Brazzaville),10,2021,99.32
Congo (Brazzaville),11,2021,54.9
Congo (Brazzaville),12,2021,36.1
Congo (Brazzaville),1,2022,116.65
Congo (Brazzaville),2,2022,11.25
Congo (Brazzaville),3,2022,1.65
Congo (Brazzaville),4,2022,0.27
Congo (Brazzaville),5,2022,0.0
Congo (Brazzaville),6,2022,1.63
Congo (Brazzaville),7,2022,20.87
Congo (Brazzaville),8,2022,2.0
Congo (Brazzaville),9,2022,0.0
Congo (Brazzaville),10,2022,0.0
Congo (Brazzaville),11,2022,17.93
Congo (Brazzaville),12,2022,0.0
Congo (Brazzaville),1,2023,0.0
Congo (Brazzaville),2,2023,0.0
Congo (Brazzaville),3,2023,0.0
Congo (Kinshasa),1,2020,0.0
Congo (Kinshasa),2,2020,0.0
Congo (Kinshasa),3,2020,3.16
Congo (Kinshasa),4,2020,15.8
Congo (Kinshasa),5,2020,80.58
Congo (Kinshasa),6,2020,132.3
Congo (Kinshasa),7,2020,65.52
Congo (Kinshasa),8,2020,33.13
Congo (Kinshasa),9,2020,18.73
Congo (Kinshasa),10,2020,20.87
Congo (Kinshasa),11,2020,48.87
Congo (Kinshasa),12,2020,157.61
Congo (Kinshasa),1,2021,164.94
Congo (Kinshasa),2,2021,112.21
Congo (Kinshasa),3,2021,71.9
Congo (Kinshasa),4,2021,57.03
Congo (Kinshasa),5,2021,58.0
Congo (Kinshasa),6,2021,306.17
Congo (Kinshasa),7,2021,292.94
Congo (Kinshasa),8,2021,159.55
Congo (Kinshasa),9,2021,69.13
Congo (Kinshasa),10,2021,17.19
Congo (Kinshasa),11,2021,25.47
Congo (Kinshasa),12,2021,534.16
Congo (Kinshasa),1,2022,341.48
Congo (Kinshasa),2,2022,22.82
Congo (Kinshasa),3,2022,23.55
Congo (Kinshasa),4,2022,9.17
Congo (Kinshasa),5,2022,43.58
Congo (Kinshasa),6,2022,90.27
Congo (Kinshasa),7,2022,35.19
Congo (Kinshasa),8,2022,14.87
Congo (Kinshasa),9,2022,8.63
Congo (Kinshasa),10,2022,6.23
Congo (Kinshasa),11,2022,37.27
Congo (Kinshasa),12,2022,31.26
Congo (Kinshasa),1,2023,11.0
Congo (Kinshasa),2,2023,4.71
Congo (Kinshasa),3,2023,11.44
Costa Rica,1,2020,0.0
Costa Rica,2,2020,0.0
Costa Rica,3,2020,11.19
Costa Rica,4,2020,12.4
Costa Rica,5,2020,10.87
Costa Rica,6,2020,80.1
Costa Rica,7,2020,463.26
Costa Rica,8,2020,757.0
Costa Rica,9,2020,1149.1
Costa Rica,10,2020,1103.58
Costa Rica,11,2020,988.9
Costa Rica,12,2020,957.52
Costa Rica,1,2021,772.74
Costa Rica,2,2021,395.18
Costa Rica,3,2021,400.74
Costa Rica,4,2021,1140.9
Costa Rica,5,2021,2193.39
Costa Rica,6,2021,1631.73
Costa Rica,7,2021,1254.06
Costa Rica,8,2021,1835.87
Costa Rica,9,2021,2281.97
Costa Rica,10,2021,887.52
Costa Rica,11,2021,238.03
Costa Rica,12,2021,119.9
Costa Rica,1,2022,4009.97
Costa Rica,2,2022,4002.25
Costa Rica,3,2022,1019.65
Costa Rica,4,2022,451.23
Costa Rica,5,2022,1256.9
Costa Rica,6,2022,463.2
Costa Rica,7,2022,3981.97
Costa Rica,8,2022,1946.48
Costa Rica,9,2022,975.77
Costa Rica,10,2022,487.32
Costa Rica,11,2022,434.63
Costa Rica,12,2022,501.68
Costa Rica,1,2023,789.97
Costa Rica,2,2023,459.96
Costa Rica,3,2023,1185.56
Cote d'Ivoire,1,2020,0.0
Cote d'Ivoire,2,2020,0.0
Cote d'Ivoire,3,2020,5.77
Cote d'Ivoire,4,2020,36.53
Cote d'Ivoire,5,2020,50.26
Cote d'Ivoire,6,2020,222.2
Cote d'Ivoire,7,2020,211.23
Cote d'Ivoire,8,2020,65.16
Cote d'Ivoire,9,2020,55.23
Cote d'Ivoire,10,2020,32.0
Cote d'Ivoire,11,2020,20.5
Cote d'Ivoire,12,2020,37.39
Cote d'Ivoire,1,2021,190.61
Cote d'Ivoire,2,2021,155.54
Cote d'Ivoire,3,2021,359.19
Cote d'Ivoire,4,2021,71.57
Cote d'Ivoire,5,2021,40.52
Cote d'Ivoire,6,2021,33.77
Cote d'Ivoire,7,2021,59.03
Cote d'Ivoire,8,2021,178.52
Cote d'Ivoire,9,2021,152.8
Cote d'Ivoire,10,2021,33.68
Cote d'Ivoire,11,2021,14.23
Cote d'Ivoire,12,2021,299.35
Cote d'Ivoire,1,2022,313.35
Cote d'Ivoire,2,2022,27.32
Cote d'Ivoire,3,2022,8.32
Cote d'Ivoire,4,2022,6.3
Cote d'Ivoire,5,2022,9.19
Cote d'Ivoire,6,2022,41.6
Cote d'Ivoire,7,2022,59.45
Cote d'Ivoire,8,2022,46.19
Cote d'Ivoire,9,2022,15.67
Cote d'Ivoire,10,2022,18.26
Cote d'Ivoire,11,2022,3.7
Cote d'Ivoire,12,2022,1.81
Cote d'Ivoire,1,2023,1.32
Cote d'Ivoire,2,2023,7.68
Cote d'Ivoire,3,2023,7.33
Croatia,1,2020,0.0
Croatia,2,2020,0.21
Croatia,3,2020,27.77
Croatia,4,2020,40.3
Croatia,5,2020,5.48
Croatia,6,2020,17.7
Croatia,7,2020,76.19
Croatia,8,2020,165.48
Croatia,9,2020,210.8
Croatia,10,2020,1055.58
Croatia,11,2020,2637.53
Croatia,12,2020,2657.9
Croatia,1,2021,696.42
Croatia,2,2021,376.68
Croatia,3,2021,924.48
Croatia,4,2021,2018.37
Croatia,5,2021,774.13
Croatia,6,2021,123.03
Croatia,7,2021,120.74
Croatia,8,2021,334.94
Croatia,9,2021,1026.4
Croatia,10,2021,2114.77
Croatia,11,2021,4595.23
Croatia,12,2021,3452.9
Croatia,1,2022,7158.77
Croatia,2,2022,4200.96
Croatia,3,2022,1431.68
Croatia,4,2022,776.1
Croatia,5,2022,452.94
Croatia,6,2022,400.93
Croatia,7,2022,1232.61
Croatia,8,2022,868.35
Croatia,9,2022,624.03
Croatia,10,2022,469.94
Croatia,11,2022,227.13
Croatia,12,2022,327.1
Croatia,1,2023,118.68
Croatia,2,2023,50.43
Croatia,3,2023,37.11
Cuba,1,2020,0.0
Cuba,2,2020,0.0
Cuba,3,2020,6.0
Cuba,4,2020,43.83
Cuba,5,2020,17.55
Cuba,6,2020,9.87
Cuba,7,2020,8.61
Cuba,8,2020,45.94
Cuba,9,2020,52.17
Cuba,10,2020,41.61
Cuba,11,2020,46.57
Cuba,12,2020,115.45
Cuba,1,2021,478.16
Cuba,2,2021,824.75
Cuba,3,2021,822.06
Cuba,4,2021,1048.13
Cuba,5,2021,1147.06
Cuba,6,2021,1624.23
Cuba,7,2021,6245.26
Cuba,8,2021,8653.52
Cuba,9,2021,7485.77
Cuba,10,2021,2405.58
Cuba,11,2021,349.5
Cuba,12,2021,113.48
Cuba,1,2022,2541.48
Cuba,2,2022,895.43
Cuba,3,2022,658.81
Cuba,4,2022,421.87
Cuba,5,2022,76.71
Cuba,6,2022,23.47
Cuba,7,2022,66.81
Cuba,8,2022,78.87
Cuba,9,2022,21.57
Cuba,10,2022,3.19
Cuba,11,2022,3.57
Cuba,12,2022,19.39
Cuba,1,2023,14.35
Cuba,2,2023,5.71
Cuba,3,2023,5.0
Cyprus,1,2020,0.0
Cyprus,2,2020,0.0
Cyprus,3,2020,7.42
Cyprus,4,2020,20.43
Cyprus,5,2020,3.23
Cyprus,6,2020,1.77
Cyprus,7,2020,2.84
Cyprus,8,2020,13.0
Cyprus,9,2020,8.53
Cyprus,10,2020,79.81
Cyprus,11,2020,205.53
Cyprus,12,2020,385.9
Cyprus,1,2021,286.48
Cyprus,2,2021,132.43
Cyprus,3,2021,360.32
Cyprus,4,2021,669.9
Cyprus,5,2021,234.87
Cyprus,6,2021,102.3
Cyprus,7,2021,850.77
Cyprus,8,2021,399.48
Cyprus,9,2021,161.1
Cyprus,10,2021,124.97
Cyprus,11,2021,348.53
Cyprus,12,2021,1043.68
Cyprus,1,2022,2900.61
Cyprus,2,2022,2348.93
Cyprus,3,2022,3490.65
Cyprus,4,2022,1649.8
Cyprus,5,2022,314.29
Cyprus,6,2022,491.8
Cyprus,7,2022,1877.23
Cyprus,8,2022,431.19
Cyprus,9,2022,390.53
Cyprus,10,2022,358.84
Cyprus,11,2022,503.97
Cyprus,12,2022,544.32
Cyprus,1,2023,372.65
Cyprus,2,2023,229.64
Cyprus,3,2023,176.89
Czechia,1,2020,0.0
Czechia,2,2020,0.0
Czechia,3,2020,106.71
Czechia,4,2020,145.8
Czechia,5,2020,51.16
Czechia,6,2020,89.53
Czechia,7,2020,149.03
